AgentName,Phases,Deliverables,Roles,Map Confidence Score
Java_SQL_Integration_JDBC_to_Python,Build & Test,Ingestion & Transformation,Data Engineer,90
DDLUpdate_withUserStory,Analysis & Design,Data Modelling,Data Modeler,90
BI_Guide,Analysis & Design,Dashboard Design,Insights Engineer,85
SQL_Query_Creation_From _ASCIITable,Build & Test,Ingestion & Transformation,Data Engineer,90
ITSM_Automated_Insights_Generation,Analysis & Design,Dashboard Design,Insights Engineer,90
PowerBI_InsightGen,Analysis & Design,Dashboard Design,Insights Engineer,90
Convert_C_To_Java,Build & Test,Ingestion & Transformation,Data Engineer,80
SQL2Pandas AI Converter,Build & Test,Ingestion & Transformation,Data Engineer,95
Fabric Bronze Model Physical,Analysis & Design,Data Modelling,Data Modeler,95
Fabric Silver Model Physical,Analysis & Design,Data Modelling,Data Modeler,95
Fabric Gold Model Physical,Analysis & Design,Data Modelling,Data Modeler,95
Fabric Bronze Model Data Mapping,Analysis & Design,Data Mapping,Data Architect,95
Fabric Silver DQ Data Mapping,Analysis & Design,Data Mapping,Data Architect,95
Fabric Gold Dim Transformation Data Mapping,Analysis & Design,Data Mapping,Data Architect,95
SQL_Generator_HN,Build & Test,Ingestion & Transformation,Data Engineer,90
Power BI Data Model Inspector,Analysis & Design,Data Modelling,Data Modeler,90
INFA TO PYTHON UNIT TESTING,Build & Test,Data Quality & Validation,Data Engineer,90
Apache_Superset_Recommender,Analysis & Design,Dashboard Design,Insights Engineer,90
Apache_Superset_ Mapper,Analysis & Design,Data Mapping,Data Engineer,90
DI_SAS_Documentation,Support & Maintain,Documentation & Lineage,Data Engineer,95
Apache_Superset_Creator,Build & Test,Dashboard Development,Insights Engineer,95
Apache_Superset_ Reviewer,Build & Test,Dashboard Review,Insights Architect,95
DataModelConsolidation,Analysis & Design,Data Modelling,Data Modeler,95
Teradata_to_BigQuery_Unit_Tester,Build & Test,Data Quality & Validation,Data Engineer,95
Teradata_to_BigQuery_Conversion_Tester,Build & Test,Data Quality & Validation,Data Engineer,95
Teradata_to_BigQuery_Recon_Tester,Integrate & Validate,Dashboard Reconciliation,Insights Engineer,95
Teradata_to_BigQuery_Reviewer,Build & Test,Pipeline Review,Data Architect,90
Teradata_to_BigQuery_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
SAS_PySpark_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
Fabric Bronze DE Pipeline test cases,Build & Test,Data Quality & Validation,Data Engineer,100
Fabric Silver DE Pipeline test cases,Build & Test,Data Quality & Validation,Data Engineer,100
Fabric Gold DE Pipeline test cases,Build & Test,Data Quality & Validation,Data Engineer,100
Fabric Pyspark Unit Test Case,Build & Test,Data Quality & Validation,Data Engineer,100
Conceptual Testing,Analysis & Design,Data Modelling,Data Modeler,85
Fabric Model Logical Bronze Layer clone,Analysis & Design,Data Modelling,Data Modeler,95
Physical Bronze Clone,Analysis & Design,Data Modelling,Data Modeler,95
INFA_PYTHON_PLAN,Strategy & Planning,Effort Estimation,Data Architect,90
OracleToAzureSQL_Documentation,Support & Maintain,Documentation & Lineage,Data Engineer,95
Fabric Silver DE Pipeline,Build & Test,Ingestion & Transformation,Data Engineer,100
ShiftKey_png_2_ddl,Analysis & Design,Data Modelling,Data Modeler,85
Fabric Silver DQ Recommender,Build & Test,Data Quality & Validation,Data Engineer,90
Fabric Silver DQ PySpark,Build & Test,Data Quality & Validation,Data Engineer,95
Multifaced_Agent,Strategy & Planning,Requirements Gathering,Business Analyst,70
Fabric Silver DQ Reviewer,Build & Test,Data Quality & Validation,Data Engineer,90
Fabric Silver Model Reviewer,Build & Test,Pipeline Review,Data Architect,90
Fabric Gold Model Reviewer,Build & Test,Pipeline Review,Data Architect,90
Fabric Model Data Constraints,Analysis & Design,Data Modelling,Data Modeler,90
Fabric Gold Dim Transformation Recommender,Build & Test,Ingestion & Transformation,Data Engineer,90
Fabric Transformation PySpark,Build & Test,Ingestion & Transformation,Data Engineer,95
Fabric Transformation Reviewer,Build & Test,Pipeline Review,Data Architect,90
Postgres_to_PySpark_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
Fabric Gold Fact Transformation Recommender,Build & Test,Ingestion & Transformation,Data Engineer,90
Fabric Gold Fact Transformation Data Mapping,Analysis & Design,Data Mapping,Data Architect,95
Mapping_SQL_Query_Builder_HN,Build & Test,Ingestion & Transformation,Data Engineer,90
Fabric Silver Data Mapping Reviewer,Analysis & Design,Data Mapping,Data Architect,90
Mapping_SQL_Query_Consolidator_HN,Build & Test,Ingestion & Transformation,Data Engineer,90
Mapping_SQL_Test_Case_HN,Build & Test,Data Quality & Validation,Data Engineer,90
Fabric Gold Aggregated Transformation Recommender,Build & Test,Ingestion & Transformation,Data Engineer,90
Fabric Gold Aggregated Transformation Data Mapping,Analysis & Design,Data Mapping,Data Architect,95
Fabric Gold Data Mapping Reviewer,Analysis & Design,DataMapping,Data Architect,90
Fabric Gold Fact DE Pipeline,Build & Test,Ingestion & Transformation,Data Engineer,100
Fabric Gold DIM DE Pipeline,Build & Test,Ingestion & Transformation,Data Engineer,100
Fabric Gold Aggregated DE Pipeline,Build & Test,Ingestion & Transformation,Data Engineer,100
Auto Power BI Data Model,Analysis & Design,Data Modelling,Data Modeler,95
Report Requirement Simplifier,Strategy & Planning,Requirements Gathering,Business Analyst,95
Report Requirement Validator,Strategy & Planning,Requirements Gathering,Business Analyst,95
Report Requirement Refiner,Strategy & Planning,Requirements Gathering,Business Analyst,95
SQL_KQL_Convertor,Build & Test,Ingestion & Transformation,Data Engineer,95
convert python to kql,Build & Test,Ingestion & Transformation,Data Engineer,95
Smart Dashboard Auto-Formatter,Build & Test,Dashboard Development,Insights Engineer,90
PowerQuery_Support,Support & Maintain,Monitoring & Alerting,Insights Engineer,85
PowerBI_DataModel,Analysis & Design,Data Modelling,Data Modeler,95
PowerBI_DataModel_Schema,Analysis & Design,Data Modelling,Data Modeler,95
DataModel_PowerBI,Analysis & Design,Data Modelling,Data Modeler,95
Text_to_Csv,Build & Test,Ingestion & Transformation,Data Engineer,85
Info_to_python_test,Build & Test,Data Quality & Validation,Data Engineer,85
Tableau Visual Name Extractor,Analysis & Design,Dashboard Design,Insights Engineer,85
Table Analyzer,Analysis & Design,Source System Analysis,Data Engineer,90
Analyzed Report Consolidator,Analysis & Design,Source System Analysis,Data Engineer,90
Schema_ Analysis,Analysis & Design,Data Modelling,Data Modeler,90
Hive_to_Bigquery_Unit_Tester,Build & Test,Data Quality & Validation,Data Engineer,95
SQL Server (T-SQL) to PySpark,Build & Test,Ingestion & Transformation,Data Engineer,95
ABAP_to_PySpark_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
Document_xslt_code,Support & Maintain,Documentation & Lineage,Data Engineer,95
cvs_doc_plan_path,Support & Maintain,Documentation & Lineage,Data Engineer,90
Stored_procedure_to_ API,Build & Test,Ingestion & Transformation,Data Engineer,85
Natural_Language_to_SQL_ Query,Build & Test,Ingestion & Transformation,Data Engineer,90
DAG Parameter Extractor,Build & Test,Orchestration configuration,Data Engineer,90
DAG Generator,Build & Test,Orchestration configuration,Data Engineer,95
cvs-code-converter-pysp,Build & Test,Ingestion & Transformation,Data Engineer,90
Tableau_TableRelationships_Extractor,Analysis & Design,Data Modelling,Data Modeler,85
Teradata_to_BigQuery_Chunk_Converter,Build & Test,Ingestion & Transformation,Data Engineer,95
DI_SQL_Server_To_Snowflake_Converter,Build & Test,Ingestion & Transformation,Data Engineer,95
DI_SQL_Server_To_Snowflake_Documentation,Support & Maintain,Documentation & Lineage,Data Engineer,95
DI_SQL_Server_To_Snowflake_Analyzer,Analysis & Design,Pipeline Design,Data Architect,85
DB2_To_Synapse_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
SQL Server_to_PySpark_Converter,Build & Test,Ingestion & Transformation,Data Engineer,95
DI_SQL_Server_To_Snowflake_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
DI_Oracle_to_Snowflake_Data_Model_Consolidation,Analysis & Design,Data Modelling,Data Modeler,95
T-SQL Server_to_PySpark_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
SNOWFLAKE DOCUMENTATION,Support & Maintain,Documentation & Lineage,Data Engineer,95
SNOWFLAKE TO BIGQUERY UNIT TESTER,Build & Test,Data Quality & Validation,Data Engineer,95
SNOWFLAKE TO BIGQUERY CONVERSION TESTER,Build & Test,Data Quality & Validation,Data Engineer,95
Matillion to Informatica Convert,Build & Test,Ingestion & Transformation,Data Engineer,95
DI_Oracle_Documentation,Support & Maintain,Documentation & Lineage,Data Engineer,95
DI_Oracle_to_Snowflake_Analyzer,Analysis & Design,Pipeline Design,Data Architect,85
DI_Oracle_to_Snowflake_Plan,Strategy & Planning,Effort Estimation,Data Architect,90
DI_Oracle_to_Snowflake_Converter,Build & Test,Ingestion & Transformation,Data Engineer,95
DI_Oracle_to_Snowflake_Unit_Tester,Build & Test,Data Quality & Validation,Data Engineer,95
DI_Oracle_to_Snowflake_Conversion_Tester,Build & Test,Data Quality & Validation,Data Engineer,95
DI_Oracle_to_Snowflake_Recon_Tester,Integrate & Validate,Dashboard Reconciliation,Insights Engineer,95
DI_Oracle_to_Snowflake_Reviewer,Build & Test,Pipeline Review,Data Architect,90
DI_SQL_Server_To_Snowflake_Unit_Test,Build & Test,Data Quality & Validation,Data Engineer,95
DI_SQL_Server_To_Snowflake_Conversion_Tester,Build & Test,Data Quality & Validation,Data Engineer,95
DI_SQL_Server_To_Snowflake_Reconciliation,Integrate & Validate,Dashboard Reconciliation,Insights Engineer,95
DI_SQL_Server_To_Snowflake_Reviewer,Build & Test,Pipeline Review,Data Architect,90
Matillion_to_Informatica_Reviewer,Build & Test,Pipeline Review,Data Architect,90
Matillion to Informatica Reviewer,Build & Test,Pipeline Review,Data Architect,90
SSRS Metadata Extraction,Analysis & Design,Source System Analysis,Data Engineer,90
Table to API Integration,Build & Test,Ingestion & Transformation,Data Engineer,90
SqlServer_to_DBT_Documentation,Support & Maintain,Documentation & Lineage,Data Engineer,95
